Departamento,Municipio,Estado,Topografia,Drenaje,"pH agua:suelo 2,5:1,0",Materia orgánica (MO) %,Fósforo (P) Bray II mg/kg,Azufre (S) Fosfato monocalcico mg/kg,Acidez (Al+H) KCL cmol(+)/kg,Aluminio (Al) intercambiable cmol(+)/kg,Calcio (Ca) intercambiable cmol(+)/kg,Magnesio (Mg) intercambiable cmol(+)/kg,Potasio (K) intercambiable cmol(+)/kg,Sodio (Na) intercambiable cmol(+)/kg,capacidad de intercambio cationico (CICE) suma de bases cmol(+)/kg,"Conductividad el‚ctrica (CE) relacion 2,5:1,0 dS/m",Hierro (Fe) disponible olsen mg/kg,Cobre (Cu) disponible mg/kg,Manganeso (Mn) disponible Olsen mg/kg,Zinc (Zn) disponible Olsen mg/kg,Boro (B) disponible mg/kg,AS,AC,Produccion,Rendimiento,Cultivo
41,41799,2,11,20,5.02,0.833342291,5.803545238,3.709777577,0.144959511,0,17.33472,8.14176,0.4128,0.07616,26.11039951,0.1919,10.2,1.8,7.6,0.3,0.183507399,70,70,420,6,Frutales
41,41799,2,11,20,4.94,0.697271596,1.606539379,3.850908886,0.165668013,0,10.18368,4.0092,0.2368,0.07616,14.67150801,0.18685,58.4,3.8,11.9,0.6,0.904274872,70,70,420,6,Frutales
41,41799,2,11,20,5.2,0.515844003,2.605020612,4.274302811,0.082834006,0,14.63904,6.22968,0.3744,0.05984,21.38579401,0.199475,18.4,2.8,10.6,0.4,0.363699267,70,70,420,6,Frutales
41,41799,2,11,20,5.06,0.6065578,43.89814276,7.238060291,0.062125505,0,27.456,5.54092,0.7392,0.07616,33.8744055,0.707,8.2,1.6,9.7,1.3,0.327660893,70,70,420,6,Frutales
41,41132,2,9,20,4.94,1.60440956,10.10209156,5.685615897,0.25885627,0,18.42048,3.88584,0.4064,0.11424,23.08581627,0.345925,13,1.6,12.4,1.5,0.381718454,150,150,825,5.5,Frutales
41,41132,2,9,20,4.88,1.150840578,2.046548058,3.004121034,0.362398778,0.291865622,13.77792,4.87272,0.1536,0.0816,19.24823878,0.143925,22.5,1.9,13,0.3,0.111430651,150,150,825,5.5,Frutales
41,41132,2,9,20,5,1.286911273,2.33424604,4.41543412,0.238147769,0,15.94944,7.03152,0.4064,0.10336,23.72886777,0.194425,19.5,3.5,11.4,0.5,0.093411465,150,150,825,5.5,Frutales
41,41132,2,9,20,5.45,1.060126782,27.14396615,9.213898611,0,0,20.11152,3.84472,1.3728,0.04896,25.378,0.815575,7.2,1.8,9.6,1.9,0.760121377,150,150,825,5.5,Frutales
41,41132,2,9,20,4.9,1.241554374,6.785103059,5.544484588,0.497004039,0.362315944,17.8464,1.47004,0.6304,0.0816,20.52544404,0.28785,10.3,2.3,4.8,0.5,0.381718454,150,150,825,5.5,Frutales
41,41132,2,9,20,5.17,1.241554374,15.82220438,6.109009823,0.144959511,0,17.14752,2.65224,0.7872,0.04896,20.78087951,0.43935,7.8,1.4,5.1,0.5,0.543891135,150,150,825,5.5,Frutales
41,41132,2,9,20,4.75,0.969412985,9.543619006,4.979959354,0.434878534,0.201286636,20.11152,4.18396,0.8128,0.05984,25.60299853,0.512575,9,1.5,6.3,0.6,0.471814388,150,150,825,5.5,Frutales
41,41132,2,9,20,4.91,0.6065578,3.637348666,3.145252343,0.621255049,0.382444608,18.64512,3.33072,0.7104,0.08704,23.39453505,0.275225,14.2,2.4,4.9,1.4,0.29162252,150,150,825,5.5,Frutales
41,41132,2,9,20,4.85,0.924056087,2.503480148,6.532403748,0.238147769,0.050321659,21.69024,2.48776,0.6656,0.07616,25.15790777,0.2929,13,1.9,3.4,0.8,0.327660893,150,150,825,5.5,Frutales
41,41132,2,9,20,5.1,0.742628494,2.841948362,4.41543412,0.207085016,0,13.17888,2.71392,0.272,0.05984,16.43172502,0.219675,21.2,2.5,6.1,0.6,0.327660893,150,150,825,5.5,Frutales
41,41132,2,9,20,5.4,0.878699189,13.46985029,2.016201874,0.134605261,0,13.32864,4.0092,0.2368,0.1088,17.81804526,0.265125,22.8,2.4,6.8,0.3,0.363699267,150,150,825,5.5,Frutales
41,41615,2,9,20,5.45,1.014769883,6.480481666,2.4395958,0,0,15.1632,3.76248,0.2432,0.0816,19.25048,0.26765,17.2,2.3,7.3,0.4,0.273603333,36,36,360,10,Frutales
41,41615,2,11,21,4.85,0.742628494,5.702004773,1.310545331,0.341690277,0.060385991,17.85888,4.626,0.3648,0.07616,23.26753028,0.164125,11.1,2.6,6.9,0.5,0.129449838,36,36,360,10,Frutales
41,41001,2,10,20,5.05,2.057978542,12.16674767,2.721858417,2.17439267,1.650550413,13.70304,2.65224,0.56,0.0544,19.14407267,0.265125,21.4,2.4,12.2,0.5,0.273603333,300,300,1.8,6,Frutales
41,41001,2,10,20,5.31,2.239406135,7.868201345,3.568646268,0.113896759,0,15.23808,9.00528,0.6048,0.06528,25.02733676,0.25755,15.5,2.1,10.5,2.4,0.399737641,300,300,1.8,6,Frutales
25,25754,2,9,20,5.45,8.1358029,36.28260794,9.919555154,0,0,12.95424,4.81104,0.3648,0.05984,18.18992,0.74235,18.3,2.4,12.3,1.1,0.165488212,54,49,1.455,30,Pastos
50,5313,2,11,21,4.98,2.52006947,28.86832903,8.901716207,0.396521547,0.364632866,2.9952,0.63736,0.3136,0.04896,4.391641547,0.113625,188,3,19.2,2.5,4.01,625,625,8.375,13.4,Frutales
50,5313,2,11,21,4.95,2.034560407,69.74281859,2.045736023,0.584347542,0.506434537,2.23392,0.70932,0.4064,0.03808,3.972067542,0.05555,216,2.9,20.8,5.4,0.157234021,625,625,8.375,13.4,Frutales
50,5313,2,11,21,4.26,1.271617594,27.30320347,21.72903397,1.784346959,1.468660156,0.2808,0.09252,0.4352,0.01632,2.609186959,0.169175,181,1.8,10.2,1.4,0.157234021,625,625,8.375,13.4,Frutales
50,5313,2,11,21,4.66,2.034560407,69.06734335,10.67100142,1.199999417,0.901453475,0.86736,0.45232,0.7744,0.0272,3.321279417,0.138875,240,2.1,24.4,4.3,0.290499326,625,625,8.375,13.4,Frutales
50,5313,2,11,20,4.72,2.450711032,41.55408355,15.31537509,0.782608315,0.668493588,2.808,0.58596,0.2208,0.04352,4.440888315,0.275225,251,2.8,18,5.2,0.214347723,625,625,8.375,13.4,Frutales
50,5313,2,11,20,5.18,3.629804471,64.58614175,12.66144728,0.344347659,0.253217268,3.1824,0.9252,0.1632,0.0272,4.642347659,0.179275,213,3.1,12,5.1,0.233385624,625,625,8.375,13.4,Frutales
50,50577,2,11,22,4.69,3.144295408,18.02777517,5.363145789,1.533912298,1.286343723,0.64272,0.28784,0.1088,0.0272,2.600472298,0.10605,111,1.6,7.4,0.7,0.138196121,1,1,18,18,Frutales
50,50577,2,11,22,4.45,2.936220095,28.86832903,7.795912951,1.857390402,4.01,0.47424,0.257,0.0768,0.03808,2.703510402,0.088375,158,2.1,7.3,1,0.271461425,1,1,18,18,Frutales
50,50287,2,11,22,5.17,4.600822596,95.65800282,5.363145789,0.469564989,0.364632866,1.92816,0.65792,0.1856,0.03264,3.273884989,0.1212,167,2.4,4.8,2.2,0.309537227,2.899,2.899,72.259,24.93,Frutales
50,50287,2,11,20,4.45,2.728144782,44.71728467,15.31537509,1.095651642,0.871067403,1.33536,0.53456,0.576,0.04896,3.590531642,1.199375,197,2.1,20.7,1.8,0.290499326,2.899,2.899,72.259,24.93,Frutales
50,50287,2,11,20,4.34,2.034560407,51.12606196,21.95019462,1.27304286,0.992611692,0.78,0.3598,0.5248,0.03808,2.97572286,0.795375,235,2.8,15.9,1.9,0.347613028,2.899,2.899,72.259,24.93,Frutales
50,50287,2,11,21,4.81,2.866861658,38.70390753,9.56519816,0.834782203,0.719137042,2.6208,0.76072,0.7424,0.06528,5.023982203,0.118675,151,2.5,9.3,3.5,0.385688829,2.899,2.899,72.259,24.93,Frutales
50,5313,2,11,20,4.46,1.826485094,18.86800047,15.09421444,0.824347426,0.617850135,0.7488,0.22616,0.2176,0.02176,2.038667426,0.133825,80.5,2.6,39.8,2.1,0.290499326,625,625,8.375,13.4,Frutales
50,5313,2,11,20,4.23,2.034560407,13.38182352,25.93108634,1.408694968,0.820423949,0.69888,0.34952,0.1408,0.0272,2.625094968,0.305525,58.9,2.2,79,2.3,0.461840432,625,625,8.375,13.4,Frutales
50,5313,2,11,20,4.82,3.005578533,53.86091293,3.372699929,0.939129979,0.840681331,1.30416,0.38036,0.5472,0.0272,3.198049979,0.093425,142,3.9,6.3,1.1,0.69029524,625,625,8.375,13.4,Frutales
50,5313,2,11,20,4.98,2.450711032,96.51470312,3.815021231,0.417391102,0.354504176,1.92816,0.55512,0.3776,0.03808,3.316351102,0.10605,72.6,3.5,5.7,1.4,1.604114471,625,625,8.375,13.4,Frutales
86,86001,2,9,,4.03,12.94761136,3.97581688,8.225979451,5.882904416,4.263557569,0.48672,0.24672,0.3584,0.07072,7.045464416,0.56055,739,1.3,3.2,1.8,0.34568008,120,120,900,7.5,Forestal
19,19533,2,9,,4.7,1.140840501,4.483519202,4.41543412,1.548132741,1.073413317,0.3432,0.09252,0.0992,0.03808,2.121132741,0.093425,153,1.9,13.5,1.1,0.093411465,10,10,83,8.3,Pastos
19,19533,2,9,,4.52,1.501352588,10.06824474,4.41543412,2.59054212,2.106699034,0.8424,0.16448,0.1248,0.0544,3.77662212,0.184325,218,2.8,14.3,1.4,0.111430651,10,10,83,8.3,Pastos
19,19533,2,9,,4.64,1.816800664,3.721965719,2.862989726,2.043535218,1.544912625,0.46176,0.08224,0.0992,0.03808,2.724815218,0.1313,128,1.9,11,1,0.111430651,10,10,83,8.3,Pastos
19,19533,2,,,4.39,2.447696817,7.225111738,4.41543412,1.919684599,1.404466023,0.312,0.07196,0.0704,0.04352,2.417564599,0.199475,420,1.4,5,1.3,0.093411465,10,10,83,8.3,Pastos
19,19533,2,11,,4.56,1.997056708,3.26503363,7.238060291,2.280915572,1.695391127,0.83616,0.257,0.1024,0.0272,3.503675572,0.18685,822,1.4,9.8,1.3,0.093411465,10,10,83,8.3,Pastos
19,19533,2,9,,4.4,2.718080883,2.368092862,7.096928983,7.596171316,5.938884896,0.3432,0.13364,0.096,0.03808,8.207091316,0.174225,917,2.1,2.5,1.5,0.147469025,10,10,83,8.3,Pastos
19,19533,2,11,,4.49,1.997056708,1.978854415,5.262221971,2.012572563,1.625167826,0.42432,0.09252,0.0576,0.03264,2.619652563,0.164125,437,1.4,2.1,1.1,0.111430651,10,10,83,8.3,Pastos
19,19533,2,,,4.52,2.042120719,1.335764808,2.4395958,3.4265338,2.828995846,0.25584,0.07196,0.0736,0.03808,3.8660138,0.113625,404,1.3,2,1.1,0.093411465,10,10,83,8.3,Pastos
19,19533,2,11,,4.32,3.168720992,2.723484487,4.838828046,2.50797504,1.926124831,0.2184,0.08224,0.0736,0.03808,2.92029504,0.189375,620,0.9,1.1,0.9,0.111430651,10,10,83,8.3,Pastos
19,19533,2,11,,5.3,3.033528959,17.61608592,3.568646268,0.928879645,0.511626908,0.6552,0.06168,0.064,0.05984,1.769599645,0.098475,102.4,2.3,2.9,1,0.111430651,10,10,83,8.3,Pastos
19,19533,2,11,,5.16,2.58288885,23.16696463,2.4395958,1.094013804,0.682169211,0.3432,0.06168,0.0544,0.0544,1.607693804,0.05555,62.5,1.6,2.4,1,0.111430651,10,10,83,8.3,Pastos
19,19533,2,9,,5.02,2.042120719,10.0005511,2.4395958,1.300431502,0.912902915,0.97968,0.16448,0.0608,0.04352,2.548911502,0.103525,96.7,1.2,11.6,1.4,0.093411465,10,10,83,8.3,Pastos
19,19533,2,,,4.81,3.07859297,24.91007594,3.568646268,0.763745486,0.421339807,0.2184,0.06168,0.0608,0.04896,1.153585486,0.11615,43.3,1.3,0.9,0.9,0.093411465,10,10,83,8.3,Pastos
19,19533,2,,,5.22,2.267440774,14.9083402,2.862989726,1.042409379,0.692201111,1.2168,0.11308,0.0704,0.0816,2.524289379,0.101,97.1,2.3,4.5,1,0.111430651,10,10,83,8.3,Pastos
19,19533,2,11,,4.67,1.997056708,2.79117813,4.41543412,4.128353976,3.240303752,0.4992,0.21588,0.144,0.03808,5.025513976,0.2525,276,1.3,24.1,1.8,0.165488212,10,10,83,8.3,Pastos
19,19533,2,11,,4.83,1.861864675,15.94066826,2.4395958,1.197222653,0.782488213,0.94224,0.16448,0.0768,0.03264,2.413382653,0.154025,125,1.5,7.1,1,0.255584146,10,10,83,8.3,Pastos
19,19533,2,11,,4.55,2.718080883,3.603501844,3.286383651,1.878401059,1.344274622,0.3744,0.07196,0.0672,0.03808,2.430041059,0.15655,289,2.5,6.3,1.1,0.111430651,10,10,83,8.3,Pastos
19,19533,2,11,,4.78,2.132248741,11.98059015,3.709777577,1.217864423,0.882807214,0.32448,0.06168,0.0416,0.04896,1.694584423,0.1515,92.1,1.7,3.8,1,0.093411465,10,10,83,8.3,Pastos
19,19533,2,11,,5.16,2.673016872,12.79291386,2.157333183,0.660536636,0.401276006,3.44448,0.57568,0.1056,0.09248,4.878776636,0.295425,101.1,3,10,1.4,0.093411465,10,10,83,8.3,Pastos
19,19533,2,9,,4.38,2.132248741,1.251147754,6.955797674,2.136423183,1.715454928,0.26208,0.06168,0.064,0.0272,2.551383183,0.138875,360,1.9,4.5,1.2,0.147469025,10,10,83,8.3,Pastos
76,76377,2,10,20,5.42,2.573902606,1.766944379,11.11332272,0.104347775,0,4.23072,4.453296,0.4224,0.0544,9.265163775,0.285325,50,1.5,9.1,1.1,0.138196121,5,5,92,18.3,Frutales
76,5055,2,10,20,5.12,6.798324135,2.327094579,7.795912951,0.250434661,0.202573815,1.04832,0.257,0.1024,0.04352,1.701674661,0.27775,98.3,0.8,4.3,0.3,4.01,10,10,120,12,Aguacate
76,76001,2,10,20,4.6,4.445481764,1.453919268,24.82528309,1.460868856,4.01,0.54912,0.1542,0.048,0.03264,2.244828856,0.073225,123,2.3,0.4,0.3,0.233385624,3,3,90,30,Frutales
76,50606,2,10,20,5.05,9.418534956,2.508319643,18.63278485,0.67826054,0.445662392,2.6832,0.53456,0.368,0.0544,4.31842054,0.4747,105.8,4.8,3.7,0.8,0.271461425,20,20,140,7,Frutales
76,76233,2,10,20,5.45,2.146113084,1.48686928,5.58430644,0,0,2.92032,3.7008,0.3264,0.07072,7.01824,0.16665,32.9,8.4,6.3,0.7,0.195309823,18,18,450,25,Frutales
76,50606,2,9,20,5.4,3.108639508,8.62054682,28.14269285,0.198260773,0,4.94208,1.65508,0.8576,0.04896,7.701980773,0.588325,120,2.1,9,1.8,0.461840432,20,20,140,7,Frutales
76,76233,2,9,20,4.91,3.42948165,1.816369397,5.141985138,0.542608432,0.313989413,2.22768,1.58312,0.3072,0.04896,4.709568432,0.300475,61.3,2.6,2.7,0.3,0.195309823,18,18,450,25,Frutales
76,76233,2,10,20,5.35,4.285060694,3.908695142,12.44028662,0.104347775,0,6.88896,2.52888,0.9664,0.06528,10.55386778,2.1917,93.8,5.9,32.4,5.9,0.328575127,18,18,450,25,Frutales
76,50606,2,9,20,4.45,6.798324135,9.955022295,17.9693029,2.54608572,1.924451239,2.6208,0.74016,0.6624,0.07072,6.64016572,0.628725,399,5.5,14.4,3.8,0.385688829,20,20,140,7,Frutales
76,76233,2,10,20,5,2.627376296,3.11789486,16.20001769,0.135652108,0,2.88912,1.60368,0.5216,0.09792,5.247972108,0.689325,59.2,5,12,0.8,0.214347723,18,18,450,25,Frutales
76,76377,2,10,20,5.16,3.53642903,4.01,34.55635173,0.219130328,0,4.4928,1.66536,0.576,0.04352,6.996810328,0.23735,80.6,2.9,8.1,1,0.328575127,5,5,92,18.3,Frutales
76,76306,2,10,20,5.14,6.317060923,68.42481812,12.21912597,0.146086886,0,8.46144,2.52888,0.448,0.04896,11.63336689,0.91405,145,5.4,14.6,4.5,0.385688829,101,86,1.032,12,Frutales
76,76306,2,10,20,5.31,2.948218438,22.41012673,7.5747523,0.354782436,0.232959887,5.35392,1.00744,0.2848,0.03264,7.033582436,0.214625,69.1,2.2,10,0.8,0.271461425,101,86,1.032,12,Frutales
76,76377,2,10,20,4.42,4.926744976,3.793370101,10.67100142,0.782608315,4.01,2.9952,1.4906,0.4768,0.04352,5.788728315,0.896375,293,3.8,9.5,0.8,0.233385624,5,5,92,18.3,Frutales
76,76001,2,9,20,4.28,4.338534384,0.976144098,13.10376858,2.410433612,1.924451239,0.88608,0.13364,0.0576,0.0272,3.514953612,0.224725,269,6,5,0.8,0.157234021,3,3,90,30,Frutales
76,76890,2,9,20,5.2,8.830324364,23.74460221,26.15224699,1.043477754,0.709008351,4.1184,1.01772,1.3056,0.04352,7.528717754,0.729725,205,5.6,20.1,3.5,0.518954134,30,30,600,20,Frutales
76,50606,2,10,20,4.75,11.82485102,6.165770946,30.79662067,1.147825529,0.850810021,1.872,0.43176,0.7712,0.03808,4.260865529,0.89385,114,0.9,7.1,1.5,0.40472673,20,20,140,7,Frutales
76,76001,2,9,21,5.03,5.194113428,1.519819291,11.55564402,0.187825996,0,4.56768,2.22048,0.192,0.03264,7.200625996,0.219675,179,7.4,6.5,2.7,0.290499326,3,3,90,30,Frutales
76,76890,2,10,21,4.56,5.408008189,5.803320817,7.5747523,1.565216631,1.164799434,1.57872,0.53456,0.1792,0.04352,3.901216631,0.189375,423,2.1,3,1.5,0.214347723,30,30,600,20,Frutales
76,76233,2,10,20,4.68,0.274533926,2.969619808,99.02468153,0.532173655,0.374761557,1.26048,0.74016,0.9792,0.08704,3.599053655,0.2828,6,1.8,0.7,0.6,0.195309823,18,18,450,25,Frutales
76,76563,2,10,22,5.34,19.30513367,3.265922083,6.96761699,0.422234372,4.01,4.90464,1.48032,0.9728,0.03264,7.812634372,0.4545,77.6,4.1,25.1,3.5,0.173013475,5,5,30,6,Frutales
76,76306,2,10,20,5.01,4.942848934,5.715565096,8.943797428,0.278056781,0.122427371,3.21984,1.8504,0.176,0.0272,5.551496781,0.174225,94.2,4,16.8,5.5,0.312139762,101,86,1.032,12,Frutales
76,76828,2,9,20,4.26,19.70882377,4.03949356,4.596200464,2.121470257,1.683376351,0.36816,0.21588,0.1984,0.0272,2.931110257,0.7575,61.1,1.2,1.6,1.6,0.133263108,15,15,225,15,Frutales
76,76306,2,10,20,5.3,2.587989985,12.74217269,6.44063554,0.102983993,0,3.70656,4.13256,0.3904,0.04352,8.376023993,0.204525,67.3,2.3,9.3,1.9,0.192888659,101,86,1.032,12,Frutales
76,76122,2,10,20,5.09,17.45724221,4.10395785,6.045399452,0.89596074,0.581530012,2.95776,0.69904,0.1696,0.0272,4.74956074,0.406525,28.6,24.7,6.6,2.5,0.232639027,20,20,500,25,Aguacate
76,76306,2,10,20,5.27,3.664496933,7.875118804,4.859691189,0.319250379,0,4.15584,1.66536,0.4384,0.03808,6.616930379,0.2727,97.3,5.2,19.9,4.5,0.252514211,101,86,1.032,12,Frutales
73,73226,2,11,20,5.2,4.045955096,8.043921615,2.045736023,0.187825996,0,3.10752,2.03544,0.1824,0.01088,5.524065996,0.0808,70,5,18.4,1,0.157234021,70,70,455,6.5,Pastos
68,5615,2,10,20,4.13,7.860669161,7.533196433,2.930378627,4.090432795,3.423497467,0.71136,0.27756,0.176,0.03264,5.287992795,0.1515,946,2.4,2.2,1.1,4.01,645,645,12.255,19,Cacao
68,5615,2,9,20,4.72,4.462105721,7.533196433,3.815021231,0.292173771,0.192445124,2.9952,0.514,0.1856,0.0272,4.014173771,0.199475,79.5,1.5,30.3,2.3,0.233385624,645,645,12.255,19,Cacao
68,5615,2,9,20,4.64,3.35237072,5.292595635,9.122876858,2.368694501,1.813035641,1.248,0.26728,0.0864,0.03264,4.003014501,0.1212,748,0.9,3.1,1.4,0.138196121,645,645,12.255,19,Cacao
25,5313,2,,,4.84,17.65908726,34.35382585,11.71045004,0.772379948,0.479507203,2.13408,1.6448,0.9984,0.19584,5.745499948,2.370975,94,5.8,8.4,17.7,0.570517152,25,25,500,20,Frutales
25,5313,2,,,4.52,18.53374916,168.5362451,19.35168107,1.071033528,0.724361945,3.63168,2.03544,2.0352,0.31552,9.088873528,2.424,101.4,12.4,27.4,28.7,0.669893072,25,25,500,20,Frutales
25,5313,2,,,4.8,16.91898873,53.1612824,42.7428067,0.762081549,0.550923169,3.70656,0.771,0.9664,0.0544,6.260441549,1.919,151,25.3,11.2,15.6,0.530766785,25,25,500,20,Frutales
25,5313,2,,,5,5.952074198,4.01,29.56827045,0.648799156,0.367282113,4.53024,0.60652,0.4736,0.04896,6.308119156,1.46955,87.1,44,8.1,13.3,0.431390865,25,25,500,20,Frutales
25,5313,2,,,5.1,25.36048525,67.11780114,34.83808495,0.700291153,0.428495798,5.16672,1.29528,1.9008,0.10336,9.166451153,1.70185,97.1,30,8,21.2,0.530766785,25,25,500,20,Frutales
25,5313,2,,,5.12,21.32358419,18.28610161,17.24375527,0.659097556,0.428495798,4.64256,0.63736,0.4224,0.05984,6.421257556,1.414,72.7,27.8,5.2,9.9,0.292264578,25,25,500,20,Frutales
25,5313,2,,20,5.61,20.65076735,76.88414105,86.21877635,0.1938,0,9.28512,2.09712,1.5552,0.11424,13.24548,2.517425,100,10.2,10.3,27.8,1.365524506,25,25,500,20,Frutales
25,5313,2,,20,5.763,17.28668314,18.5278427,96.02524241,0.1734,0,12.39264,1.26444,0.5536,0.08704,14.47112,2.522475,63.9,18.9,3.3,11.3,0.789144175,25,25,500,20,Frutales
25,5313,2,,20,5.18,19.97795051,49.93806791,119.7394077,0.463427969,0.295866146,8.34912,0.90464,0.3648,0.15776,10.23974797,2.8785,111,7.7,5.8,19.9,2.240032595,25,25,500,20,Frutales
25,5313,2,,20,5.04,25.36048525,23.63663766,79.63150822,4.01,0.499911765,4.79232,0.7196,0.5504,0.09792,6.90172475,1.941725,116,13,4.6,12.2,0.968020829,25,25,500,20,Frutales
25,5313,2,,20,5.33,16.85170705,38.39896003,94.1234981,0.236863184,0.142831933,9.58464,0.80184,0.7232,0.12512,11.47166318,3.535,75.7,6.8,7.2,11.3,1.961780021,25,25,500,20,Frutales
25,5313,2,,20,5.29,15.84248179,17.17409261,75.67914734,0.278056781,0.153034214,6.1776,0.60652,0.4448,0.09792,7.604896781,1.94425,78.3,11.4,3.1,6.4,0.550641968,25,25,500,20,Frutales
25,25599,2,9,20,5.28,1.511483037,16.07819968,1.170821037,0.113282392,0,5.84064,3.51576,0.9888,0.0272,10.48568239,0.1414,302,2.2,3.3,6.5,0.292264578,40,40,280,7,Frutales
25,25649,2,,20,4.7,10.45994704,291.4833444,14.34535729,1.513864698,0.867193878,6.9264,1.50088,0.8416,0.07072,10.8534647,1.0504,762,64,13.4,23.4,0.471141233,18,18,324,18,Frutales
25,25649,2,,20,4.45,16.51529863,226.795847,27.59209001,1.987591066,1.254880552,6.66432,1.63452,0.6688,0.04896,11.00419107,1.35845,2457,22.2,11.1,22.8,0.550641968,18,18,324,18,Frutales
25,25649,2,,20,4.74,11.0654822,301.1529879,11.18346859,0.792976747,0.408091237,3.44448,0.91492,0.3808,0.08704,5.620216747,0.56055,1276,5.7,16.1,14.8,0.431390865,18,18,324,18,Frutales
52,52573,2,,20,5.61,4.202750408,159.6724052,4.991436551,0.0612,0,5.57856,1.65508,1.0048,0.03808,8.33772,0.340875,162,3.9,9.2,10.3,0.391640498,5,5,100,20,Frutales
52,52573,2,,20,5.14,3.93362367,228.9392846,7.758089165,0.29865358,0.153034214,4.75488,0.99716,0.9792,0.0272,7.05709358,0.53025,409,4.8,22.6,8.3,0.471141233,5,5,100,20,Frutales
25,25123,2,11,20,5.21,22.38323898,22.83425288,39.67902671,0.507654009,0.318740358,5.2416,1.1308,0.3872,0.04352,7.310774009,0.31815,50.1,3.9,5.2,9.9,0.230571064,19,19,342,18,Forestal
76,76828,2,10,20,4.9,10.41254091,15.16358906,8.811963281,1.45106154,1.076255432,1.872,0.18504,0.2432,0.02176,3.77306154,0.467125,147,3.1,6,1.6,0.148664808,15,15,225,15,Frutales
76,76736,2,10,20,4.89,12.62287329,3.581867912,8.071661238,0.401357447,0.215251086,0.468,0.17476,0.1056,0.02176,1.171477447,0.255025,78.8,2.6,1.3,0.7,0.126682728,27,27,540,20,Frutales
76,76520,2,10,20,5.42,6.795633392,3.131567712,3.185667752,0.144077032,0,8.57376,2.83728,0.544,0.0272,12.12631703,0.17675,60.6,5.6,21.2,5.6,0.104700648,3,2,40,20,Frutales
76,76828,2,10,20,5.09,13.09173167,3.005483656,5.110453065,0.370483797,4.01,0.4992,0.17476,0.0928,0.0272,1.164443797,0.118675,46.4,1.1,0.9,0.6,0.126682728,15,15,225,15,Frutales
76,76377,2,11,20,5.11,4.719260557,240.9621214,9.848386142,0.442522314,0.153750776,4.82976,1.66536,0.624,0.04896,7.610602314,0.1515,77.8,1,9,7.4,0.148664808,5,5,92,18.3,Frutales
76,76306,2,9,20,5.33,9.206905073,4.86072048,7.923600829,0.442522314,0.266501345,1.6536,0.43176,0.6368,0.02176,3.186442314,0.285325,41.1,3.3,5.9,1,0.192628969,101,86,1.032,12,Frutales
76,76113,2,9,20,5.06,16.23978081,15.19961308,19.02813148,0.504269613,0.276751397,4.75488,0.95604,0.5408,0.03264,6.788629613,0.89385,37.4,4,6.1,3.7,0.148664808,18,18,396,22,Frutales
76,76113,2,9,20,5.2,17.57937618,4.6806004,10.14450696,0.42193988,0.153750776,3.66912,0.98688,0.32,0.07072,5.46865988,0.7878,58,3.3,12.2,2.6,0.104700648,18,18,396,22,Frutales
76,76113,2,10,20,5.21,8.001269233,4.518492328,6.294936334,0.45281353,0.205001035,4.56768,1.42892,0.5856,0.07072,7.10573353,0.5555,43.8,3.2,11.6,1.2,0.104700648,18,18,396,22,Frutales
76,76113,2,9,20,4.99,14.9671652,29.10488326,34.43588984,0.638055429,0.358751811,3.70656,0.85324,0.432,0.03808,5.667935429,0.962025,58.3,4.9,9.3,12.9,0.390467691,18,18,396,22,Frutales
52,52001,2,10,20,5.41,8.618081885,28.34456119,7.809338325,0.199080004,0.099606362,5.0544,1.09996,0.9856,0.0816,7.420640004,0.093425,512,5.4,10.5,3.8,0.313406007,58,58,118,2.03,Pastos
47,47980,2,10,20,5.04,2.984121184,4.544012673,1.106586402,0.637056012,0.507992445,3.16368,0.771,0.1088,0.05984,4.740376012,0.113625,40.6,1,4.4,0.4,0.106318649,120,120,1.02,8.5,Aguacate
47,47980,2,10,20,5.28,4.792553014,3.216227539,2.244789559,0.179172003,0,5.0544,1.29528,0.2816,0.03808,6.848532003,0.21715,88.8,2.6,6.8,0.9,0.416949686,120,120,1.02,8.5,Aguacate
68,5615,2,10,20,4.3,7.6443109,15.39865614,5.785866046,3.105648057,2.729214314,1.04832,0.43176,0.1888,0.04352,4.818048057,0.12625,999,2.3,2.2,1.4,0.706871987,645,645,12.255,19,Cacao
68,5615,2,9,20,5.03,2.358125551,2.917475884,1.865388507,0.228942004,0.139448907,3.0576,0.32896,0.08,0.03264,3.728142004,0.07575,55.7,1.8,6.1,0.9,0.127027385,645,645,12.255,19,Cacao
68,5615,2,9,20,4.13,2.845011044,5.075126726,6.671135168,2.627856048,2.32082823,0.51792,0.12336,0.048,0.0272,3.344336048,0.0909,865,1,0.5,0.6,0.168444857,645,645,12.255,19,Cacao
68,5615,2,9,20,4.83,3.471006677,8.361394931,2.118322541,0.856044016,0.597638171,2.00928,1.55228,0.1216,0.03808,4.577284016,0.088375,203,3.2,6.8,1.3,0.147736121,645,645,12.255,19,Cacao
41,41770,2,9,20,4.46,2.097414884,316.317567,52.12768907,0.633898274,0.330935147,0.89232,0.78128,1.1712,0.04896,3.527658274,0.90395,73.9,2,7.4,10,1.222884608,20,20,100,5,Frutales
