Departamento,Municipio,Estado,Topografia,Drenaje,"pH agua:suelo 2,5:1,0",Materia orgánica (MO) %,Fósforo (P) Bray II mg/kg,Azufre (S) Fosfato monocalcico mg/kg,Acidez (Al+H) KCL cmol(+)/kg,Aluminio (Al) intercambiable cmol(+)/kg,Calcio (Ca) intercambiable cmol(+)/kg,Magnesio (Mg) intercambiable cmol(+)/kg,Potasio (K) intercambiable cmol(+)/kg,Sodio (Na) intercambiable cmol(+)/kg,capacidad de intercambio cationico (CICE) suma de bases cmol(+)/kg,"Conductividad el‚ctrica (CE) relacion 2,5:1,0 dS/m",Hierro (Fe) disponible olsen mg/kg,Cobre (Cu) disponible mg/kg,Manganeso (Mn) disponible Olsen mg/kg,Zinc (Zn) disponible Olsen mg/kg,Boro (B) disponible mg/kg,AS,AC,Produccion,Rendimiento,Cultivo
25,25718,3,11,21,5.05,6.392177987,6.504496864,5,3.450304255,2.798415652,0.72867623,0.33526756,0.152148672,0.14,4.766396717,0.116248,564.388,1,1.212,1,0.154411765,5,5,75,15,Forestal
25,25718,3,9,21,4.72,4.467688906,5.641424076,4.193548387,4.628202686,3.578643064,0.59,0.2,0.064651932,0.14,5.522854618,0.1141344,531.685,1,1,1,0.227941176,5,5,75,15,Forestal
25,25718,2,9,21,4.81,3.925332892,6.636152035,9.193548387,3.471152015,2.923252038,2.29329352,0.43664436,0.082770228,0.14,6.383860123,0.1590484,821.513,1.411,1.713,2.325,0.276960784,5,5,75,15,Frutales
70,70708,3,11,,5.26,0.461252545,5.524397258,3.548387097,1.751211827,1.331588117,0.58024015,0.43103243,0.09,0.10181416,2.924298567,0.0919416,29.79,1,3.758,1,0.276960784,500,500,4,8,Frutales
70,70708,3,11,,5.17,0.74117823,5.919362771,3.225806452,1.928417786,1.550051792,0.59,0.20058124,0.09,0.14,2.838999026,0.0824304,44.303,1,1,1,0.522058824,500,500,4,8,Frutales
25,25596,2,10,20,4.79,19.34261487,16.14458105,4.032258065,1.511462589,1.185945667,0.89643535,0.27498457,0.145565316,0.14,2.928447825,0.5289284,171.897,2.727,4.07,4.943,0.25245098,5,5,35,7,Frutales
19,19212,2,9,20,5.09,5.871009888,7.440090006,10.38216561,2.789291912,2.289407047,1.47502865,0.41166222,0.199638864,0.18219376,5.057815406,0.0998676,380.424,1.823,1,1,0.238646895,17,17,119,7,Pastos
5,5670,2,10,20,5.31,4.780210575,12.83352199,4.01,0.164075995,0,3.45355424,2.66023585,0.1392633,0.13339186,6.550521245,0.1944512,325.325,3.989,11.438,1.932,0.122798888,2,2,40,20,Pastos
25,5861,2,9,21,4.99,7.819043286,14.76889601,28.05732484,2.963622656,2.412053854,5.20722991,0.73443871,0.286516656,0.12009095,9.311898882,0.5215308,993.894,4.75,7.859,2.883,0.169138091,142,129,1.935,15,Frutales
19,19142,3,11,20,5.3,5.374062593,8.920081897,11.85628743,0.240806793,0,4.82263554,2.44462912,0.148153644,0.14,7.756225097,0.2361948,647.515,3.423,3.932,1.152,0.145968489,50,50,1,20,Forestal
25,25438,2,11,20,5.42,2.370016193,25.27114616,2.574850299,0.481613586,0.42955046,2.50968961,0.89211584,0.16570926,0.1196125,4.168740796,0.1896956,4.01,3.361,5.087,2.665,0.122798888,100,100,1,10,Pastos
25,25438,2,9,20,4.66,1.174857948,4.01,6.616766467,2.114911835,1.634387115,1.23898015,0.34685348,0.094473972,0.11521076,3.910430197,0.1231172,376.046,1.587,11.652,1,0.261816497,100,100,1,10,Pastos
20,20400,2,11,20,5.39,0.494040154,9.532001622,1.377245509,0.17798763,0,0.90071716,0.26339865,0.09,0.14,1.50210344,0.0771464,64.287,1.034,1,1,0.099629286,229,229,2.115,9.24,Pastos
25,19397,3,10,20,5.12,5.138012628,29.19881695,9.161676647,1.769406437,1.644863955,2.49453859,0.48859997,0.21635046,0.31405458,5.282950037,0.229854,489.489,1.748,1,1.369,0.169138091,12,12,156,13,Aguacate
99,99524,3,11,20,5.07,1.511317771,3.87,1.40060241,1.583044209,1.349969779,0.59,0.2,0.09,0.14,2.473044209,0.0412152,189.519,1,1,1,0.122439893,90,90,1.35,15,Forestal
25,25286,3,9,20,5.23,4.219958918,36.05275604,6.972891566,0.324995831,0.126559667,5.55932644,1.2798821,0.569769768,0.11722025,7.851194389,0.48877,924.66,1.82,10.863,1.935,0.322796082,110,110,3.3,30,Frutales
25,25286,2,9,20,5.37,5.814442371,17.26678311,4.412650602,0.335479567,0,6.18414133,1.19950478,0.66565044,0.11052195,8.495298067,0.2710692,821.117,1.738,9.251,1.949,0.233748887,110,110,3.3,30,Frutales
73,73283,2,9,20,5.51,10.5345343,8.335969638,2.906626506,0.062902419,0,1.53299777,0.37201665,0.09,0.14,2.127916839,0.179656,62.22,1,1,1,0.256010686,125,125,1.5,12,Frutales
5,5086,2,9,21,4.87,8.268065201,4.774518909,4.412650602,2.998348634,2.636659725,0.95506321,0.30250113,0.113211216,0.14,4.46912419,1.6982776,1493.457,1,1.053,1.9,4.01,120,120,2.16,18,Pastos
81,81736,2,11,20,4.42,2.112962925,4.108446062,2.003012048,2.170133452,1.539809279,0.7926838,0.49330675,0.077987448,0.14,3.63411145,0.179656,327.503,1.539,10.411,1,0.211487088,1.1,1.1,22,20,Cacao
50,18592,3,11,,4.56,0.689316985,3.809392948,1.40060241,5.168482085,4.450681616,0.73350699,0.28838079,0.09,0.14,6.350369865,0.3186252,84.432,1.668,3.229,1,0.166963491,350,350,6.3,18,Cacao
52,19256,3,11,20,5.43,10.97710734,4.026886122,2.605421687,0.943536283,0.738264723,0.61614148,0.2,0.155130876,0.14,1.994808639,0.137384,66.869,1.043,1.397,1,0.122439893,200,200,530,2.65,Frutales
25,25040,3,9,20,5.36,3.930135593,22.54099258,5.918674699,1.027406175,0.875371029,5.89418594,1.48879072,0.640779984,0.14,9.151162819,0.1960364,1037.631,1.357,3.48,2.16,0.189225289,5,5,35,7,Forestal
25,25473,3,,,5.45,8.395977401,34.06813082,1.25,0.20967473,0,5.98223752,2.97178848,1.61404758,0.70647927,11.48422758,4.6773968,229.955,1.87,79.332,6.725,4.01,250,250,5.5,22,Frutales
25,25326,3,,20,5.17,16.02609377,39.53302456,2.906626506,3.293869508,2.79402481,1.78342876,0.66836276,0.271605636,0.11607197,6.133338634,0.095112,1552.929,1.457,10.916,2.13,0.200372787,15,15,270,18,Pastos
73,73624,2,9,20,5.48,14.34742951,15.60302809,6.069277108,0.452907057,0.289750721,4.4915089,1.29563171,0.300246048,0.21281456,6.753108275,0.2171724,279.202,1.127,3.768,1.35,0.177073625,450,450,3.6,8,Frutales
68,5615,2,9,,4.91,1.271154891,4.01,85.31626506,1.471947937,1.003779284,1.03762529,0.41709312,0.222483672,0.1110004,3.260150419,0.2361948,44.594,1,12.134,3.157,0.153774464,645,645,12.255,19,Frutales
25,5652,2,11,20,5.14,3.313777328,18.6197816,6.822289157,3.58208309,3.187257932,1.36787361,0.37310283,0.09,0.11511507,5.4981746,0.2758248,550.308,1,1,1.899,0.200372787,7,7,105,15,Aguacate
52,19256,3,10,21,5.39,3.081042165,18.89668168,10.28614458,0.09264008,0,4.10900054,1.72322457,0.5148522,0.15262555,6.59234294,0.087186,321.937,3.153,4.751,2.077,0.526561044,200,200,530,2.65,Frutales
25,25596,2,10,20,5.3,7.351979987,30.45361664,4.713855422,1.307254461,1.127958164,2.59532581,0.77426531,0.378908712,0.10219692,5.157951213,0.0824304,190.751,1.657,2.091,1.27,0.177073625,5,5,35,7,Aguacate
47,47555,2,11,20,4.9,2.486824729,16.36085989,6.219879518,3.530616379,4.01,5.38322328,3.96111743,0.230923872,0.71126377,13.81714473,0.1754288,422.246,3.394,23.067,1.746,0.27027027,800,800,5.6,7,Pastos
47,47555,2,11,20,5.41,1.303341669,14.23310137,67.2439759,0.627893875,0.486367282,8.48490057,9.3882158,0.26558496,4.61407611,23.38067132,0.4375152,357.797,3.695,25.35,1,1.435228332,800,800,5.6,7,Pastos
85,85162,2,11,20,4.87,1.836486093,8.753430168,2.905844156,0.914474659,0.754046707,0.59,0.2,0.09,0.14,1.804474659,0.0734476,70.897,1,1,1,0.140186916,100,100,1.5,15,Pastos
52,52250,2,11,21,5.05,5.251136294,7.512719147,4.042207792,2.909692098,2.561692923,3.48671082,2.07297453,0.132623676,0.13348755,8.735488674,0.2229848,499.752,3.272,23.009,1.197,0.118946474,20,20,60,3,Frutales
52,52250,3,9,20,4.77,7.088551418,8.682124937,18.6525974,1.371711989,1.074258323,0.68102737,0.3023201,0.11197332,0.14,2.567032779,0.3191536,399.784,1.812,2.561,1.848,0.225148683,20,20,60,3,Cacao
5,5079,2,10,20,5.06,5.947908883,4.603465719,7.938311688,2.234227861,1.931599099,0.59,0.19334004,0.132454872,0.14,3.210022773,0.1595768,680.999,2.645,3.123,1.789,0.140186916,20,20,1.2,60,Pastos
5,5079,2,10,20,5.46,4.280815948,3.87,6.63961039,0.779381812,0.526799754,0.59,0.18302133,0.1336365,0.14,1.746039642,0.1120208,501.072,3.844,2.22,1,0.097706032,20,20,1.2,60,Pastos
5,5079,2,10,20,5.14,4.125977595,3.947457593,9.561688312,1.101526294,0.877999591,0.59,0.22411514,0.070335,0.14497035,2.090946784,0.1141344,652.091,2.719,1.503,1,0.182667799,20,20,1.2,60,Pastos
25,19397,3,9,21,4.85,2.902754606,4.503638395,4.529220779,3.283795368,2.747622248,0.77193349,0.28095856,0.106965468,0.14,4.543652886,0.1511224,944.218,1.582,2.493,1.416,0.140186916,12,12,156,13,Frutales
50,50001,,11,20,4.73,2.273078636,10.1510127,2.256493506,1.101526294,0.733387893,0.84637111,0.3874042,0.166328208,0.14,2.601629812,0.2467628,460.207,1.799,8.187,1.313,0.118946474,100,100,2.55,25.5,Pastos
68,68573,3,11,21,4.8,1.43437089,4.403811072,10.21103896,0.529979632,0.413176278,0.59,0.2,0.09,0.14,1.419979632,0.1659176,323.158,1,1,1,0.225148683,40,40,800,20,Pastos
25,25200,2,11,21,5.29,3.553075689,52.96267344,6.477272727,0.488412602,0.340870429,4.0545447,1.94842589,0.359439984,0.12477976,6.975602936,0.272126,1255.317,2.944,9.763,4.905,0.140186916,12,12,300,25,Pastos
68,68190,3,10,20,5.37,1.728563761,6.771144744,1.12012987,0.841732357,0.640423231,1.52992365,2.27301268,0.06639624,0.23587585,4.946940777,0.169088,94.085,1,17.133,1.49,0.118946474,270,270,2.73,10.11,Frutales
50,50001,,11,20,5.39,1.924692342,33.48208431,2.418831169,0.301360967,0,1.31769958,0.41492076,0.185234256,0.14,2.319215563,0.1564064,546.777,2.967,4.81,3.451,0.161427358,100,100,2.55,25.5,Frutales
81,81065,3,11,21,5.26,1.404886566,6.245274158,3.706896552,0.912601387,0.698741388,0.59,0.4181793,0.080913384,0.12123923,2.082933301,0.1336852,339.933,1.861,17.752,1.78,0.235106383,2.2,2.2,44,20,Frutales
50,50001,3,11,20,4.91,1.569141456,6.173353823,6.293103448,1.528076741,1.247752478,0.59,0.19641755,0.099650628,0.14,2.474144919,0.1447816,288.002,3.146,7.088,1,0.171276596,100,100,2.55,25.5,Pastos
20,44560,3,10,20,5.43,5.320433279,10.76187116,3.534482759,0.626086998,0.439208872,5.36082612,1.97648554,0.243978048,0.14,8.307376706,0.1632756,304.502,1.508,4.836,1,0.235106383,100,100,1.3,13,Frutales
25,25123,3,9,21,5.14,4.810760018,14.57364888,16.46551724,1.76153291,1.447392874,3.29545664,0.58925265,0.253712412,0.1014314,6.001386012,0.2673704,694.507,1.717,2.876,2.917,0.171276596,19,19,342,18,Forestal
68,68176,3,9,20,4.89,3.359036653,8.21589132,2.155172414,6.802063827,5.839481597,0.72823707,0.28620843,0.13616856,0.10028312,8.052961007,0.0961688,673.332,1.274,6.586,1.271,0.15,190,190,2.85,15,Pastos
68,68176,3,9,20,4.84,3.400100375,8.949478731,3.017241379,5.008695985,4.392088722,0.8936906,0.1828403,0.102801636,0.10028312,6.288311641,0.11889,167.684,1.86,3.16,1,0.192553191,190,190,2.85,15,Pastos
68,68176,3,9,20,4.79,3.025695847,4.835635604,5.086206897,3.289609651,2.84487565,0.59,0.24294226,0.120019644,0.14,4.302571555,0.1257592,797.918,1.144,1,1,0.128723404,190,190,2.85,15,Pastos
68,68176,3,9,20,5.11,3.076421622,4.289041062,2.672413793,2.058658943,1.756835489,0.59,0.2,0.077424768,0.14,2.966083711,0.084544,348.799,1,1,1,0.15,190,190,2.85,15,Pastos
68,68176,3,9,20,5.13,2.767235947,6.360346693,3.017241379,1.400737013,1.12796824,1.17771733,0.21089995,0.10662786,0.10181416,2.997796313,0.1331568,597.542,1.232,1.935,3.06,0.15,190,190,2.85,15,Pastos
68,68176,3,9,20,4.75,4.960521829,4.15958446,4.396551724,2.875755534,2.405666777,0.98745126,0.3186128,0.201551976,0.14,4.48337157,0.216644,920.216,1.526,3.976,1.337,0.171276596,190,190,2.85,15,Pastos
68,68176,3,9,20,4.8,3.506382951,4.677410868,1.810344828,8.765217974,7.825903541,0.59,0.2,0.165034044,0.14,9.760252018,0.0945836,524.095,1,1,1,0.256382979,190,190,2.85,15,Pastos
68,68176,3,9,20,4.46,4.320410861,9.309080403,9.396551724,5.28459873,4.711513357,1.7182135,0.4960222,0.407717928,0.14,8.006552358,0.4274756,1759.107,2.71,9.915,2.142,0.15,190,190,2.85,15,Pastos
68,68176,3,9,20,5.45,2.687524015,17.53676666,2.327586207,0.859543167,0.678777348,6.73956894,0.34993099,0.13757526,0.14,8.186618357,0.1342136,632.621,1.785,6.656,1,0.171276596,190,190,2.85,15,Pastos
68,68176,3,9,20,4.97,3.984654542,5.123316941,2.672413793,3.724687057,3.3739227,0.59,0.20800347,0.185177988,0.14,4.767868515,0.0982824,790.658,1.042,1.803,1,0.15,190,190,2.85,15,Pastos
85,85001,3,11,20,4.84,1.407302079,9.050167199,2.155172414,0.806484947,0.628867249,0.59,0.22230484,0.09,0.14,1.738789787,0.1336852,92.323,1,1,1,0.171276596,380,380,3.04,8,Frutales
17,17388,2,9,20,5.32,8.476661075,10.90309335,13.18965517,0.930138953,0.843144834,3.12056117,1.12654969,0.2138184,0.15731436,5.548382573,0.2499332,315.865,2.263,9.276,1.615,0.154536391,4,4,49,12.37,Aguacate
5,5686,,9,20,5.31,2.745092825,8.028257387,16.29310345,0.762922962,0.593324142,0.59,0.20130536,0.09,0.11425386,1.688482182,0.1104356,411.697,1,1.201,1,0.104685942,5,5,65,13,Pastos
76,76001,3,10,20,4.94,7.850612707,8.139438889,20.0862069,1.839375907,1.759154035,1.15630828,0.51466829,0.324328752,0.13693239,3.971613619,0.3471588,928.367,5.923,10.73,2.587,0.129611167,3,3,90,30,Frutales
47,47245,3,11,20,5.36,1.034393309,18.95581067,3.706896552,0.229921988,0.083273564,0.59,0.29344963,0.092110716,0.14,1.265482334,0.1236456,62.087,1,3.767,1,0.079760718,900,900,6.3,7,Pastos
68,68377,2,9,20,4.96,9.231523811,10.26701064,18.10064935,1.34804455,1.041512456,1.33691283,0.33834507,0.119175624,0.14,3.242478074,0.2869212,244.277,1,3.092,1.7,0.236842105,105,75,600,8,Aguacate
68,68377,2,9,20,4.7,6.430504972,6.649094557,10.79545455,1.02409586,0.864455338,0.59,0.22773574,0.163233468,0.14,2.065065068,0.509906,398.024,1,1.25,1,0.196356275,105,75,600,8,Aguacate
73,73352,3,10,20,4.8,5.18130383,12.15882172,4.01,1.640643367,1.322720819,0.57354296,0.2,0.06302016,0.14,2.557206487,0.2108316,512.545,1,3.306,1,0.155870445,23,13,156,12,Frutales
73,73352,2,10,20,5.01,5.742960157,4.01,9.00974026,1.003195944,0.82279484,0.59,0.2,0.09,0.14,1.893195944,0.19815,414.7,1,2.143,1,0.21659919,23,13,156,12,Frutales
68,68498,3,9,21,4.77,4.183879662,3.970179594,4.01,3.835134495,3.457821354,0.59,0.2,0.086821524,0.14,4.751956019,0.1289296,656.645,1.022,1,1,0.17611336,25,25,500,20,Cacao
85,85325,3,11,22,5.17,1.353809633,3.514487873,4.788961039,0.888246409,0.614492349,0.95660027,0.67650911,0.09,0.14,2.681355789,0.1130776,195.987,1.484,9.2,1.421,0.17611336,53,53,689,13,Forestal
54,54398,3,11,20,5.14,1.220658348,86.7541755,7.873376623,0.229899071,0,3.66171608,1.01087152,0.285335028,0.14,5.287821699,0.3180968,201.872,1.636,21.592,4.771,0.17611336,220,220,2.64,12,Frutales
47,47245,2,9,20,5.23,1.457909728,8.347581879,5.113636364,0.344848606,0.197887367,0.6861875,0.57893394,0.249098436,0.14,1.959068482,0.1960364,387.816,1.362,8.78,2.507,0.17611336,900,900,6.3,7,Pastos
25,25473,,9,21,5.34,6.83480069,25.52577886,14.8538961,0.637447423,0.447850356,4.95668913,0.92361506,0.540510408,0.14142982,7.199691841,0.4153224,1976.982,3.563,19.785,24.213,0.196356275,250,250,5.5,22,Pastos
68,68572,3,9,20,5.02,5.525076237,8.7342294,5.275974026,5.16227913,3.749444842,0.62975544,0.18627987,0.227941668,0.14,6.306256108,0.1009244,823.137,1.018,3.59,1,0.17611336,15,15,270,18,Frutales
68,68572,2,9,20,5.02,4.750377854,10.08749572,8.522727273,4.869680313,4.561824557,1.60644728,0.64591504,0.3305745,0.10765125,7.560268383,0.177014,319.759,1.518,7.725,4.114,0.17611336,15,15,270,18,Frutales
25,25320,3,9,20,5.17,2.2616593,7.394771918,7.386363636,0.177649282,0,2.0003738,1.76124087,0.223609032,0.20965679,4.372529774,0.2235132,371.679,1.138,4.932,2.808,0.20242915,10,10,150,15,Frutales
19,19212,,9,20,4.92,6.906448845,5.739126871,20.59352518,2.485323931,2.14642353,0.77928942,0.40387793,0.220514292,0.14,3.989005573,0.2224564,787.237,5.162,9.319,1.954,0.178852201,17,17,119,7,Frutales
5,5313,3,9,20,5.47,9.331539507,8.766345452,7.823741007,1.191733197,0.941591454,0.59,0.2,0.07511778,0.14,2.096850977,0.137384,582.89,1.642,1.133,1,0.218160377,12,12,120,10,Frutales
25,25123,3,9,20,4.81,3.619893115,4.846553774,4.838235294,3.366055565,3.091812075,1.42672105,0.2,0.115011792,0.14,5.187788407,0.1553496,648.538,4.396,14.835,3.357,0.107461476,19,19,342,18,Pastos
25,25123,3,9,20,4.92,5.594267666,8.50654001,7.338235294,1.849252749,1.411028329,6.115303,1.26666691,0.244090584,0.11722025,9.592533493,0.2282688,1413.216,4.908,5.388,12.167,0.087185726,19,19,342,18,Pastos
25,25123,3,10,20,5.35,3.74375601,8.155181331,6.014705882,0.124668725,0,5.41319595,0.99982869,0.120919932,0.10985212,6.768465417,0.2715976,512.072,2.184,2.27,5.633,0.107461476,19,19,342,18,Pastos
25,25299,3,,20,5.32,9.251319649,5.681030635,4.397058824,2.036255836,1.826036662,2.78262755,0.66637143,0.407999268,0.14,5.993254084,0.2309108,1086.789,1.694,8.055,1.112,0.168288727,10,10,70,7,Pastos
25,25299,2,9,21,4.57,8.205297499,3.87,4.397058824,4.488074087,4.170833739,0.59,0.20764141,0.190073304,0.14,5.535788801,0.2293256,1148.679,1.811,24.806,1.474,0.107461476,10,10,70,7,Pastos
25,25299,2,9,20,4.71,7.546346896,4.465915205,3.220588235,4.716633415,4.326461863,0.66807215,0.2280978,0.1294164,0.14,5.842219765,0.1511224,926.961,1,16.276,1,0.107461476,10,10,70,7,Pastos
25,25299,2,9,20,5.17,9.686697726,3.87,33.75,0.322060872,0.166003333,11.31440845,0.50000486,0.130710564,0.10545038,12.37263513,0.3635392,3005.574,2.79,18.824,6.094,0.229115977,10,10,70,7,Pastos
25,25299,3,9,20,4.73,7.236689657,3.87,4.102941176,3.77122892,3.569071657,0.59,0.21796012,0.14067,0.14,4.77985904,0.2383084,988.339,1.777,11.006,1,0.127737226,10,10,70,7,Pastos
25,25299,2,9,20,4.88,6.738760818,3.719278013,5.132352941,2.586876036,2.334421869,0.5687122,0.20492596,0.161376624,0.14,3.62189082,0.1997352,549.67,1.63,5.089,1,0.087185726,10,10,70,7,Pastos
25,25299,2,10,20,5.08,11.12908114,3.87,2.338235294,4.882858381,4.637718112,0.59,0.2,0.15642504,0.14,5.869283421,0.095112,643.962,1.573,1.22,1,0.066909976,10,10,70,7,Pastos
25,25513,3,9,21,5.26,15.315647,3.602158453,8.220588235,0.883070133,0.632887707,1.98258782,0.4833501,0.29062422,0.14,3.739632273,0.3963,311.3,2.231,4.071,5.24,0.107461476,35,35,630,18,Pastos
25,25513,3,9,21,5.25,12.11688773,5.69567058,3.808823529,0.997349797,0.726264581,0.57694645,0.19388313,0.154905804,0.14,2.023085181,0.2182292,160.05,1.263,2.551,1.213,0.127737226,35,35,630,18,Pastos
25,25513,3,9,21,5.45,10.25398979,4.56839482,2.338235294,1.786918386,1.28652583,1.60743539,0.53657292,0.217588356,0.14,4.248515052,0.1431964,294.052,1,1.56,1,0.087185726,35,35,630,18,Pastos
25,25513,3,9,21,4.88,10.49180655,8.770059019,7.632352941,1.807696507,1.535530829,0.59,0.26701925,0.136056024,0.14,2.860771781,0.3106992,318.494,1.592,3.861,1.377,0.087185726,35,35,630,18,Pastos
25,25513,3,9,21,4.83,10.53391993,8.47726012,8.661764706,1.901198051,1.556281246,0.65698336,0.29562199,0.14067,0.14,3.094473401,0.3508576,272.514,1.677,3.443,1.697,0.087185726,35,35,630,18,Pastos
25,25649,3,10,21,5.01,10.05085464,5.110072783,4.691176471,3.054383753,2.490049993,2.40473037,0.7838599,0.185515596,0.10190985,6.530399469,0.1780708,2747.964,1.887,85.89,5.31,0.107461476,18,18,324,18,Pastos
25,25649,3,9,21,5.44,2.420900288,48.95670789,2.044117647,1.828474628,1.566656454,4.29454564,1.76196499,0.142526844,0.14,8.127512102,0.1051516,424.963,3.46,9.281,3.227,0.107461476,18,18,324,18,Pastos
25,25649,3,9,21,5.5,2.517513347,6.310548268,2.338235294,2.192091741,1.929788745,5.12631468,4.1311046,0.303059448,0.12430131,11.87687178,0.1199468,350.438,2.783,17.584,7.608,0.127737226,18,18,324,18,Pastos
25,25649,3,10,20,5.22,10.95009926,8.579739734,1.897058824,3.168663418,2.780555826,1.010068,0.33870713,0.246791448,0.14,4.864229996,0.1759572,1014.816,3.393,2.242,1.448,0.127737226,18,18,324,18,Pastos
25,25649,3,9,21,5.18,5.539767992,5.358951847,2.632352941,2.628432278,2.189168952,1.34119464,0.40061939,0.166440744,0.14,4.636687052,0.1331568,1190.322,1.123,20.197,2.37,0.127737226,18,18,324,18,Pastos
25,25653,3,9,21,4.84,6.139264405,5.505351296,6.014705882,3.979010128,3.776575823,0.59,0.21053789,0.151192116,0.14,4.990740134,0.1357988,2376.677,1.899,3.05,1,0.107461476,210,210,2.415,11.5,Pastos
25,25653,3,9,21,5.17,2.363923357,4.729434214,9.985294118,7.843740591,6.380753108,0.89841157,0.25217479,0.134705592,0.14,9.229032543,0.1009244,362.494,1,1.543,1,0.127737226,210,210,2.415,11.5,Pastos
25,25653,3,10,21,5.05,7.306052879,4.187756251,8.514705882,3.542669591,3.226689783,1.03081831,0.51104769,0.23238684,0.14,5.416922431,0.1828264,728.915,1.107,1.554,1,0.148012976,210,210,2.415,11.5,Pastos
25,25653,3,9,21,5.14,8.663590211,6.237348543,2.485294118,2.046644896,1.597782079,0.59,0.2,0.090535212,0.14,2.967180108,0.1738436,282.535,1,1.315,1,0.107461476,210,210,2.415,11.5,Pastos
25,25653,3,10,21,5.32,2.628989953,3.968157077,13.36764706,2.7011557,2.490049993,0.63217082,0.21759806,0.064539396,0.14,3.715463976,0.1035664,561.748,1.253,3.069,1,0.087185726,210,210,2.415,11.5,Pastos
25,25653,3,10,21,5.4,6.292854395,9.033578028,4.397058824,1.038906039,0.840391873,0.67773367,0.2,0.131835924,0.14,2.128475633,0.0982824,214.83,1.491,1,1,0.087185726,210,210,2.415,11.5,Pastos
25,25653,3,10,21,5.33,6.991441125,8.711499239,5.132352941,2.254426104,1.701534162,0.91498986,0.4145587,0.272449656,0.14,3.95642432,0.1791276,337.81,1.096,1.468,1,0.107461476,210,210,2.415,11.5,Pastos
25,25653,3,10,21,5.31,5.014589316,26.23119821,3.955882353,3.397222746,2.790931034,3.22266587,1.303416,0.3601152,0.14,8.383419816,0.1511224,265.683,1,2.077,1.811,0.087185726,210,210,2.415,11.5,Pastos
25,25653,3,9,21,5.41,12.06238806,5.563911076,3.808823529,1.059684159,0.840391873,2.69578366,0.92651154,0.306773136,0.14,5.088752495,0.314398,928.554,1,3.279,2.028,0.066909976,210,210,2.415,11.5,Pastos
25,25653,3,9,21,5.37,12.1837737,6.339828158,2.044117647,1.973921473,1.753410204,0.76732231,0.28186371,0.1758375,0.14,3.298944993,0.1859968,500.874,1,1.223,1,0.087185726,210,210,2.415,11.5,Pastos
25,25438,2,11,20,4.68,2.990669607,4.48055515,3.808823529,1.61030436,1.34877708,0.59,0.2,0.09,0.14,2.50030436,0.1357988,431.475,1.305,1.519,1,0.087185726,100,100,1,10,Pastos
25,25438,2,11,20,4.44,2.559626731,3.87,3.073529412,1.537580937,1.317651455,0.59,0.2,0.09,0.14,2.427580937,0.15852,461.725,1.087,2.334,1,0.188564477,100,100,1,10,Pastos
25,25438,3,9,21,4.39,3.936982127,3.87,5.279411765,3.262164961,2.739054993,0.59,0.2,0.09,0.14,4.152164961,0.124174,684.992,1.034,1.305,1,0.107461476,100,100,1,10,Pastos
25,25438,2,11,20,4.92,3.912209548,3.87,3.514705882,2.441429191,2.033540828,0.59,0.2,0.09,0.14,3.331429191,0.0940552,327.8,1.375,1,1,0.107461476,100,100,1,10,Pastos
25,25438,2,11,20,4.7,2.274742072,3.87,2.338235294,1.506413756,1.130897705,0.59,0.2,0.09,0.14,2.396413756,0.1046232,234.663,1,1,1,0.168288727,100,100,1,10,Pastos
25,25438,2,9,21,4.64,2.297037393,3.777837793,3.514705882,1.464857514,1.151648122,0.59,0.2,0.09,0.14,2.354857514,0.1405544,423.335,1.035,2.55,1,0.148012976,100,100,1,10,Pastos
85,85162,3,11,20,5.17,1.613314211,3.558238619,1.897058824,0.52984208,0.404633124,0.59,0.2,0.09,0.14,1.41984208,0.0882428,38.129,1,1,1,0.107461476,100,100,1.5,15,Forestal
85,85162,3,11,20,5.39,0.805728134,3.982797022,3.220588235,0.207781208,0,0.59,0.2,0.09,0.14,1.097781208,0.0649932,22.346,1,1,1,0.127737226,100,100,1.5,15,Frutales
85,85162,,11,20,5.52,1.046022151,3.704638068,2.632352941,0.207781208,0,0.59,0.2,0.09,0.14,1.097781208,0.06605,27.788,1,1,1,0.066909976,100,100,1.5,15,Pastos
5,5615,2,10,20,5.28,22.62355783,25.12287752,27.19117647,0.301282751,0,9.15418041,2.06265582,0.481429008,0.11157454,12.11112253,1.3331532,95.422,1.723,6.1,202.719,0.49270073,14,14,280,20,Aguacate
5,5615,2,10,20,4.96,20.80029601,7.159665075,27.19117647,1.506413756,1.182773747,2.35093327,0.48733276,0.24786054,0.17501701,4.767557336,0.8232472,182.633,1,4.136,36.85,0.431873479,14,14,280,20,Aguacate
5,5615,2,10,20,5.04,17.48077041,3.87,15.13235294,0.82073577,0.726264581,0.80454112,0.23045119,0.178031952,0.14,2.133760032,0.5701436,72.064,1,1.553,5.289,0.350770479,14,14,280,20,Aguacate
5,5615,2,10,20,5.28,24.65490931,62.13265834,20.57352941,0.394784295,0.166003333,13.5821209,2.42706921,0.468656172,0.14,16.97263058,1.3326248,64.49,1.479,8.522,404.103,0.45214923,14,14,280,20,Aguacate
5,5615,2,10,20,4.83,19.65580285,11.02461054,25.72058824,1.766140266,1.535530829,1.39630922,0.39174892,0.187710048,0.14,3.841908454,0.5463656,92.751,1,3.421,26.081,0.411597729,14,14,280,20,Aguacate
